"Date","Player1","Player2","Sets_P1","Sets_P2","P1_G1","P2_G1","P1_G2","P2_G2","P1_G3","P2_G3","P1_G4","P2_G4","P1_G5","P2_G5","HomeWinner"
2022-07-27 06:00:00,"Tuma D.","Novak K.",3,0,11,9,11,3,11,7,NA,NA,NA,NA,1
2022-07-27 06:30:00,"Koubek V.","Sulc M.",3,1,11,6,6,11,11,7,11,5,NA,NA,1
2022-07-27 06:30:00,"Kucirek O.","Fojt P.",2,3,10,12,11,9,6,11,11,6,6,11,0
2022-07-27 09:00:00,"Fnukal R.","Koutnik J.",2,3,7,11,12,10,10,12,11,8,9,11,0
2022-07-27 09:00:00,"Hofman D.","Holik T.",3,0,11,6,12,10,11,5,NA,NA,NA,NA,1
2022-07-27 09:00:00,"Szotek D.","Neuwirth Sr. J.",3,0,11,7,11,6,11,9,NA,NA,NA,NA,1
2022-07-27 09:00:00,"Vojtech P.","Sudek P.",1,3,7,11,11,9,8,11,9,11,NA,NA,0
2022-07-27 09:30:00,"Kliuchuk R.","Havlicek V.",2,3,5,11,15,17,11,7,11,6,9,11,0
2022-07-27 09:30:00,"Placek M.","Havel L.",3,2,11,9,8,11,4,11,11,9,11,9,1
2022-07-27 09:30:00,"Sejstal A.","Lovl J.",2,3,8,11,12,10,11,3,7,11,7,11,0
2022-07-27 09:30:00,"Vrtal O.","Vojtek L.",3,0,12,10,11,8,11,4,NA,NA,NA,NA,1
2022-07-27 10:00:00,"Holik T.","Kliuchuk R.",0,3,6,11,9,11,9,11,NA,NA,NA,NA,0
2022-07-27 10:00:00,"Koutnik J.","Sejstal A.",3,0,11,7,11,5,11,6,NA,NA,NA,NA,1
2022-07-27 10:00:00,"Neuwirth Sr. J.","Vrtal O.",1,3,4,11,9,11,11,2,9,11,NA,NA,0
2022-07-27 10:00:00,"Sudek P.","Placek M.",3,1,11,9,8,11,11,3,11,7,NA,NA,1
2022-07-27 10:30:00,"Havel L.","Vojtech P.",3,0,12,10,11,9,11,8,NA,NA,NA,NA,1
2022-07-27 10:30:00,"Havlicek V.","Hofman D.",1,3,7,11,11,8,8,11,2,11,NA,NA,0
2022-07-27 10:30:00,"Lovl J.","Fnukal R.",2,3,11,8,7,11,11,8,6,11,9,11,0
2022-07-27 10:30:00,"Vojtek L.","Szotek D.",1,3,11,5,4,11,8,11,8,11,NA,NA,0
2022-07-27 11:00:00,"Hofman D.","Kliuchuk R.",1,3,11,4,6,11,7,11,10,12,NA,NA,0
2022-07-27 11:00:00,"Szotek D.","Vrtal O.",1,3,8,11,11,6,6,11,10,12,NA,NA,0
2022-07-27 11:00:00,"Vojtech P.","Placek M.",0,3,9,11,3,11,6,11,NA,NA,NA,NA,0
2022-07-27 11:05:00,"Fnukal R.","Sejstal A.",1,3,5,11,3,11,11,5,9,11,NA,NA,0
2022-07-27 11:30:00,"Holik T.","Havlicek V.",3,1,11,9,11,6,7,11,11,8,NA,NA,1
2022-07-27 11:30:00,"Koutnik J.","Lovl J.",3,2,11,8,10,12,11,7,6,11,11,9,1
2022-07-27 11:30:00,"Neuwirth Sr. J.","Vojtek L.",3,1,15,13,11,6,4,11,11,9,NA,NA,1
2022-07-27 11:30:00,"Sudek P.","Havel L.",3,2,5,11,11,3,10,12,11,6,11,6,1
2022-07-27 12:00:00,"Havel L.","Vojtech P.",2,3,8,11,11,9,13,11,10,12,11,13,0
2022-07-27 12:00:00,"Havlicek V.","Holik T.",2,3,12,10,11,7,7,11,7,11,9,11,0
2022-07-27 12:00:00,"Neuwirth Sr. J.","Vojtek L.",3,0,11,9,11,5,11,5,NA,NA,NA,NA,1
2022-07-27 12:30:00,"Kliuchuk R.","Hofman D.",2,3,11,6,5,11,11,6,9,11,9,11,0
2022-07-27 12:30:00,"Sudek P.","Placek M.",3,1,6,11,11,6,11,8,11,3,NA,NA,1
2022-07-27 12:30:00,"Vrtal O.","Szotek D.",2,3,12,10,9,11,10,12,11,9,6,11,0
2022-07-27 13:00:00,"Holik T.","Pycha P.",3,0,14,12,11,7,11,6,NA,NA,NA,NA,1
2022-07-27 13:00:00,"Kindl T.","Mohelnik R.",2,3,11,8,12,14,11,8,3,11,11,13,0
2022-07-27 13:00:00,"Pokorny R.","Pros O.",3,0,13,11,11,8,11,6,NA,NA,NA,NA,1
2022-07-27 13:00:00,"Regner M.","Janousek L.",3,1,7,11,11,9,11,8,11,4,NA,NA,1
2022-07-27 13:30:00,"Belovsky J.","Hasmanda R.",3,2,11,13,13,11,9,11,11,6,11,1,1
2022-07-27 13:30:00,"Lysek T.","Zaricky P.",3,1,11,6,11,5,7,11,11,7,NA,NA,1
2022-07-27 13:30:00,"Sucharda J.","Pikous M.",3,2,11,8,8,11,12,10,8,11,11,9,1
2022-07-27 13:30:00,"Tecl T.","Svoboda P.",3,1,11,6,11,6,8,11,11,8,NA,NA,1
2022-07-27 14:00:00,"Mohelnik R.","Lysek T.",1,3,6,11,4,11,11,4,9,11,NA,NA,0
2022-07-27 14:00:00,"Pros O.","Tecl T.",0,3,11,13,7,11,9,11,NA,NA,NA,NA,0
2022-07-27 14:00:00,"Pycha P.","Sucharda J.",0,3,8,11,7,11,8,11,NA,NA,NA,NA,0
2022-07-27 14:05:00,"Janousek L.","Belovsky J.",1,3,12,10,8,11,4,11,7,11,NA,NA,0
2022-07-27 14:30:00,"Hasmanda R.","Regner M.",1,3,5,11,11,3,7,11,11,13,NA,NA,0
2022-07-27 14:30:00,"Pikous M.","Holik T.",0,3,8,11,12,14,3,11,NA,NA,NA,NA,0
2022-07-27 14:30:00,"Svoboda P.","Pokorny R.",3,2,11,4,5,11,10,12,11,7,11,7,1
2022-07-27 14:30:00,"Zaricky P.","Kindl T.",3,2,9,11,5,11,11,4,11,7,12,10,1
2022-07-27 15:00:00,"Holik T.","Sucharda J.",2,3,9,11,4,11,11,6,11,4,9,11,0
2022-07-27 15:00:00,"Kindl T.","Lysek T.",3,2,11,7,10,12,6,11,12,10,11,9,1
2022-07-27 15:00:00,"Pokorny R.","Tecl T.",1,3,8,11,11,6,7,11,9,11,NA,NA,0
2022-07-27 15:00:00,"Regner M.","Belovsky J.",3,0,11,9,11,7,11,6,NA,NA,NA,NA,1
2022-07-27 15:30:00,"Janousek L.","Hasmanda R.",1,3,11,5,8,11,10,12,9,11,NA,NA,0
2022-07-27 15:30:00,"Mohelnik R.","Zaricky P.",2,3,8,11,7,11,11,7,11,2,3,11,0
2022-07-27 15:30:00,"Pros O.","Svoboda P.",3,1,11,4,3,11,11,7,13,11,NA,NA,1
2022-07-27 15:30:00,"Pycha P.","Pikous M.",3,2,12,14,12,14,11,2,11,6,11,4,1
2022-07-27 16:00:00,"Hasmanda R.","Janousek L.",3,1,11,9,11,7,10,12,11,7,NA,NA,1
2022-07-27 16:00:00,"Svoboda P.","Pros O.",1,3,11,6,8,11,8,11,5,11,NA,NA,0
2022-07-27 16:05:00,"Kindl T.","Mohelnik R.",2,3,8,11,12,10,11,5,2,11,10,12,0
2022-07-27 16:10:00,"Pycha P.","Pikous M.",3,0,11,6,11,2,11,4,NA,NA,NA,NA,1
2022-07-27 16:30:00,"Lysek T.","Zaricky P.",1,3,12,14,5,11,11,9,4,11,NA,NA,0
2022-07-27 16:30:00,"Regner M.","Belovsky J.",2,3,5,11,11,9,7,11,12,10,8,11,0
2022-07-27 16:30:00,"Sucharda J.","Holik T.",2,3,11,8,18,20,11,8,6,11,7,11,0
2022-07-27 16:30:00,"Tecl T.","Pokorny R.",3,2,11,4,11,3,8,11,3,11,11,4,1
2022-07-27 17:00:00,"Capek M.","Malek M.",1,3,11,9,9,11,12,14,4,11,NA,NA,0
2022-07-27 17:00:00,"Gavelcik K.","Strnad J.",2,3,11,9,11,8,5,11,3,11,8,11,0
2022-07-27 17:00:00,"Hruda K.","Polovka R.",1,3,4,11,10,12,11,9,9,11,NA,NA,0
2022-07-27 17:20:00,"Macurak M.","Chaloupka F.",2,3,13,11,6,11,9,11,11,9,7,11,0
2022-07-27 17:30:00,"Gasman D.","Krenek T.",1,3,7,11,12,10,7,11,8,11,NA,NA,0
2022-07-27 17:30:00,"Kasan J.","Pleskot J.",3,2,11,4,9,11,8,11,11,5,11,5,1
2022-07-27 17:30:00,"Svoboda P.","Pelikan L.",2,3,8,11,11,3,11,6,4,11,8,11,0
2022-07-27 17:30:00,"Tacinec M.","Trojan F.",3,1,5,11,11,4,11,4,11,2,NA,NA,1
2022-07-27 18:00:00,"Chaloupka F.","Gasman D.",3,1,7,11,11,8,11,8,12,10,NA,NA,1
2022-07-27 18:00:00,"Malek M.","Svoboda P.",3,2,8,11,11,9,11,3,8,11,11,6,1
2022-07-27 18:00:00,"Polovka R.","Tacinec M.",3,2,11,4,11,4,9,11,6,11,11,7,1
2022-07-27 18:00:00,"Strnad J.","Kasan J.",2,3,8,11,11,5,11,6,9,11,5,11,0
2022-07-27 18:30:00,"Krenek T.","Macurak M.",1,3,3,11,11,6,8,11,4,11,NA,NA,0
2022-07-27 18:30:00,"Pleskot J.","Gavelcik K.",1,3,11,8,5,11,9,11,2,11,NA,NA,0
2022-07-27 18:30:00,"Trojan F.","Hruda K.",2,3,10,12,11,9,7,11,11,8,10,12,0
2022-07-27 18:35:00,"Pelikan L.","Capek M.",3,2,11,5,11,4,9,11,7,11,14,12,1
2022-07-27 19:00:00,"Capek M.","Svoboda P.",3,0,11,8,11,9,11,6,NA,NA,NA,NA,1
2022-07-27 19:00:00,"Gavelcik K.","Kasan J.",0,3,10,12,6,11,6,11,NA,NA,NA,NA,0
2022-07-27 19:00:00,"Hruda K.","Tacinec M.",0,3,8,11,7,11,11,13,NA,NA,NA,NA,0
2022-07-27 19:00:00,"Macurak M.","Gasman D.",3,0,11,8,11,6,11,7,NA,NA,NA,NA,1
2022-07-27 19:30:00,"Chaloupka F.","Krenek T.",3,2,8,11,11,8,11,9,6,11,12,10,1
2022-07-27 19:30:00,"Malek M.","Pelikan L.",3,2,11,6,11,5,6,11,7,11,11,6,1
2022-07-27 19:30:00,"Polovka R.","Trojan F.",1,3,5,11,12,10,6,11,7,11,NA,NA,0
2022-07-27 19:30:00,"Strnad J.","Pleskot J.",3,0,11,8,11,9,11,6,NA,NA,NA,NA,1
2022-07-27 20:00:00,"Capek M.","Svoboda P.",3,2,11,4,9,11,4,11,11,7,11,9,1
2022-07-27 20:00:00,"Gavelcik K.","Pleskot J.",1,3,11,7,5,11,10,12,7,11,NA,NA,0
2022-07-27 20:00:00,"Trojan F.","Hruda K.",3,2,8,11,11,6,8,11,11,4,11,7,1
2022-07-27 20:10:00,"Krenek T.","Gasman D.",3,0,16,14,11,7,13,11,NA,NA,NA,NA,1
2022-07-27 20:30:00,"Chaloupka F.","Macurak M.",0,3,7,11,4,11,11,13,NA,NA,NA,NA,0
2022-07-27 20:30:00,"Kasan J.","Strnad J.",3,1,11,13,14,12,11,9,13,11,NA,NA,1
2022-07-27 20:30:00,"Malek M.","Pelikan L.",3,2,11,13,11,7,7,11,11,5,13,11,1
2022-07-27 20:30:00,"Tacinec M.","Polovka R.",1,3,11,7,5,11,11,13,8,11,NA,NA,0
2022-07-27 21:00:00,"Mares E.","Kanera J.",3,1,6,11,11,8,11,7,11,6,NA,NA,1
2022-07-27 21:00:00,"Navrat L.","Vavrecka R.",3,0,11,5,11,2,11,8,NA,NA,NA,NA,1
2022-07-27 21:00:00,"Rose R.","Brozik K.",3,2,9,11,11,13,11,9,11,5,11,8,1
2022-07-27 21:00:00,"Svanda L.","Salanda V.",3,0,11,8,11,4,11,8,NA,NA,NA,NA,1
2022-07-27 21:30:00,"Benesz R.","Stempen S.",0,3,5,11,10,12,9,11,NA,NA,NA,NA,0
2022-07-27 21:30:00,"Gireth P.","Huk M.",3,0,11,7,11,6,11,9,NA,NA,NA,NA,1
2022-07-27 21:30:00,"Klimenta M.","Louda J.",3,1,9,11,11,8,11,5,11,8,NA,NA,1
2022-07-27 21:30:00,"Malina V.","Vidourek J.",3,2,5,11,8,11,11,6,11,3,11,5,1
2022-07-27 22:00:00,"Brozik K.","Klimenta M.",1,3,5,11,2,11,11,9,4,11,NA,NA,0
2022-07-27 22:00:00,"Kanera J.","Gireth P.",3,0,11,6,11,8,11,8,NA,NA,NA,NA,1
2022-07-27 22:00:00,"Salanda V.","Malina V.",3,2,9,11,11,8,11,5,6,11,11,8,1
2022-07-27 22:00:00,"Vavrecka R.","Benesz R.",3,2,11,7,10,12,11,8,7,11,11,6,1
2022-07-27 22:30:00,"Huk M.","Mares E.",1,3,6,11,9,11,11,6,5,11,NA,NA,0
2022-07-27 22:30:00,"Louda J.","Rose R.",2,3,11,6,11,3,8,11,4,11,8,11,0
2022-07-27 22:30:00,"Stempen S.","Navrat L.",3,0,11,5,11,7,11,9,NA,NA,NA,NA,1
2022-07-27 22:30:00,"Vidourek J.","Svanda L.",0,3,9,11,9,11,6,11,NA,NA,NA,NA,0
2022-07-27 23:00:00,"Mares E.","Gireth P.",1,3,7,11,8,11,11,8,7,11,NA,NA,0
2022-07-27 23:00:00,"Navrat L.","Benesz R.",3,1,11,9,7,11,11,7,11,8,NA,NA,1
2022-07-27 23:00:00,"Rose R.","Klimenta M.",3,2,11,7,11,9,5,11,7,11,11,4,1
2022-07-27 23:00:00,"Svanda L.","Malina V.",1,3,7,11,17,15,5,11,5,11,NA,NA,0
2022-07-27 23:30:00,"Brozik K.","Louda J.",3,2,11,13,7,11,11,9,13,11,11,7,1
2022-07-27 23:30:00,"Kanera J.","Huk M.",3,0,11,6,11,9,13,11,NA,NA,NA,NA,1
2022-07-27 23:30:00,"Salanda V.","Vidourek J.",2,3,11,8,9,11,11,7,9,11,8,11,0
2022-07-27 23:30:00,"Vavrecka R.","Stempen S.",3,1,14,12,10,12,11,4,11,6,NA,NA,1
2022-07-28 00:00:00,"Brozik K.","Louda J.",3,1,15,13,13,11,3,11,12,10,NA,NA,1
2022-07-28 00:00:00,"Salanda V.","Vidourek J.",3,1,10,12,11,8,11,6,11,7,NA,NA,1
2022-07-28 00:00:00,"Vavrecka R.","Benesz R.",1,3,11,5,12,14,9,11,4,11,NA,NA,0
2022-07-28 00:30:00,"Malina V.","Svanda L.",1,3,11,7,8,11,7,11,7,11,NA,NA,0
2022-07-28 00:30:00,"Rose R.","Klimenta M.",1,3,11,6,8,11,4,11,8,11,NA,NA,0
2022-07-28 00:30:00,"Stempen S.","Navrat L.",0,3,8,11,7,11,9,11,NA,NA,NA,NA,0
2022-07-28 01:00:00,"Kasinski Z.","Hruska V. sr",3,1,7,11,11,8,14,12,11,3,NA,NA,1
2022-07-28 01:00:00,"Sulava L.","Perny M.",0,3,10,12,10,12,9,11,NA,NA,NA,NA,0
2022-07-28 01:30:00,"Kubat V.","Strnad J.",3,1,7,11,11,8,11,8,11,3,NA,NA,1
2022-07-28 01:30:00,"Mazanek S.","Vrabec D.",2,3,8,11,3,11,12,10,13,11,8,11,0
2022-07-28 02:00:00,"Hruska V. sr","Moravek J.",2,3,5,11,6,11,11,6,11,9,5,11,0
2022-07-28 02:00:00,"Perny M.","Smesny M.",1,3,11,9,9,11,7,11,11,13,NA,NA,0
2022-07-28 02:30:00,"Kasinski Z.","Mazanek S.",3,1,12,10,11,9,4,11,11,6,NA,NA,1
2022-07-28 02:30:00,"Sulava L.","Kubat V.",1,3,11,13,10,12,11,7,7,11,NA,NA,0
2022-07-28 03:00:00,"Moravek J.","Vrabec D.",1,3,11,13,9,11,11,8,12,14,NA,NA,0
2022-07-28 03:00:00,"Smesny M.","Strnad J.",3,0,11,8,11,6,11,6,NA,NA,NA,NA,1
2022-07-28 03:30:00,"Hruska V. sr","Mazanek S.",3,0,11,8,11,6,11,5,NA,NA,NA,NA,1
2022-07-28 03:30:00,"Perny M.","Kubat V.",2,3,11,9,11,9,9,11,9,11,8,11,0
2022-07-28 04:00:00,"Strnad J.","Sulava L.",3,2,11,9,3,11,7,11,12,10,11,9,1
2022-07-28 04:00:00,"Vrabec D.","Kasinski Z.",1,3,9,11,5,11,11,6,10,12,NA,NA,0
2022-07-28 04:30:00,"Kubat V.","Smesny M.",0,3,3,11,9,11,6,11,NA,NA,NA,NA,0
2022-07-28 04:30:00,"Mazanek S.","Moravek J.",1,3,14,16,11,6,6,11,8,11,NA,NA,0
2022-07-28 05:00:00,"Strnad J.","Perny M.",1,3,11,9,7,11,7,11,11,13,NA,NA,0
2022-07-28 05:00:00,"Vrabec D.","Hruska V. sr",3,1,11,5,16,14,9,11,11,4,NA,NA,1
2022-07-28 05:30:00,"Moravek J.","Kasinski Z.",1,3,9,11,9,11,11,8,11,13,NA,NA,0
2022-07-28 05:30:00,"Smesny M.","Sulava L.",3,2,10,12,11,8,6,11,11,5,11,3,1
2022-07-28 06:00:00,"Moravek J.","Hruska V. sr",3,0,11,7,11,5,11,9,NA,NA,NA,NA,1
2022-07-28 06:00:00,"Perny M.","Strnad J.",3,1,11,4,11,6,9,11,11,6,NA,NA,1
2022-07-28 06:30:00,"Kasinski Z.","Vrabec D.",1,3,2,11,15,13,4,11,9,11,NA,NA,0
2022-07-28 06:30:00,"Smesny M.","Kubat V.",3,2,11,1,7,11,11,6,10,12,13,11,1
2022-07-28 09:00:00,"Hasmanda R.","Vojtech P.",3,2,11,3,4,11,11,7,3,11,11,8,1
2022-07-28 09:00:00,"Klapa V.","Hiblbauer J.",3,2,8,11,8,11,11,5,11,5,11,5,1
2022-07-28 09:00:00,"Smrcek M.","Regner M.",2,3,12,10,8,11,11,13,13,11,10,12,0
2022-07-28 09:00:00,"Stusek D.","Lorenc M.",2,3,11,4,12,14,6,11,11,9,4,11,0
2022-07-28 09:30:00,"Cernik J.","Pechacek J.",3,1,11,3,6,11,11,2,11,7,NA,NA,1
2022-07-28 09:30:00,"Pagac Z.","Lotrek K.",3,2,4,11,11,9,11,5,10,12,11,7,1
2022-07-28 09:30:00,"Placek M.","Havel L.",2,3,9,11,12,10,8,11,11,8,7,11,0
2022-07-28 09:35:00,"Belovsky J.","Tonar L.",3,1,13,11,7,11,11,7,11,3,NA,NA,1
2022-07-28 10:00:00,"Hiblbauer J.","Cernik J.",3,2,4,11,11,9,11,3,8,11,12,10,1
2022-07-28 10:00:00,"Lorenc M.","Pagac Z.",0,3,8,11,5,11,4,11,NA,NA,NA,NA,0
2022-07-28 10:00:00,"Regner M.","Belovsky J.",1,3,14,12,4,11,7,11,8,11,NA,NA,0
2022-07-28 10:00:00,"Vojtech P.","Placek M.",2,3,11,2,7,11,13,11,5,11,13,15,0
2022-07-28 10:30:00,"Havel L.","Hasmanda R.",3,1,12,10,11,8,10,12,15,13,NA,NA,1
2022-07-28 10:30:00,"Lotrek K.","Stusek D.",1,3,8,11,6,11,11,8,6,11,NA,NA,0
2022-07-28 10:30:00,"Pechacek J.","Klapa V.",1,3,11,9,8,11,11,13,5,11,NA,NA,0
2022-07-28 10:30:00,"Tonar L.","Smrcek M.",2,3,11,7,3,11,11,13,11,4,9,11,0
2022-07-28 11:00:00,"Hasmanda R.","Placek M.",3,2,11,8,10,12,11,8,8,11,11,3,1
2022-07-28 11:00:00,"Klapa V.","Cernik J.",2,3,9,11,14,12,9,11,11,6,8,11,0
2022-07-28 11:00:00,"Stusek D.","Pagac Z.",1,3,8,11,15,13,8,11,6,11,NA,NA,0
2022-07-28 11:05:00,"Smrcek M.","Belovsky J.",1,3,2,11,6,11,11,8,4,11,NA,NA,0
2022-07-28 11:30:00,"Lorenc M.","Lotrek K.",0,3,8,11,9,11,10,12,NA,NA,NA,NA,0
2022-07-28 11:30:00,"Regner M.","Tonar L.",1,3,6,11,6,11,11,9,7,11,NA,NA,0
2022-07-28 11:30:00,"Vojtech P.","Havel L.",1,3,11,13,6,11,11,7,9,11,NA,NA,0
2022-07-28 11:35:00,"Hiblbauer J.","Pechacek J.",3,0,11,9,11,9,12,10,NA,NA,NA,NA,1
2022-07-28 12:00:00,"Cernik J.","Pechacek J.",0,3,10,12,7,11,7,11,NA,NA,NA,NA,0
2022-07-28 12:00:00,"Placek M.","Vojtech P.",3,1,11,9,11,6,6,11,11,5,NA,NA,1
2022-07-28 12:05:00,"Smrcek M.","Regner M.",3,2,11,3,12,14,11,13,11,9,11,6,1
2022-07-28 12:05:00,"Stusek D.","Lorenc M.",0,3,5,11,5,11,9,11,NA,NA,NA,NA,0
2022-07-28 12:30:00,"Havel L.","Hasmanda R.",0,3,4,11,3,11,6,11,NA,NA,NA,NA,0
2022-07-28 12:30:00,"Hiblbauer J.","Klapa V.",3,1,5,11,11,7,11,7,11,7,NA,NA,1
2022-07-28 12:30:00,"Pagac Z.","Lotrek K.",3,2,11,6,11,1,8,11,7,11,11,3,1
2022-07-28 12:40:00,"Belovsky J.","Tonar L.",1,3,13,15,11,7,4,11,5,11,NA,NA,0
2022-07-28 13:00:00,"Brezna T.","Cernik J.",1,3,13,11,9,11,8,11,10,12,NA,NA,0
2022-07-28 13:00:00,"Hofman D.","Havlicek V.",3,1,11,7,8,11,11,8,11,8,NA,NA,1
2022-07-28 13:00:00,"Knybel K.","Sedlacek M.",2,3,8,11,9,11,11,2,13,11,6,11,0
2022-07-28 13:00:00,"Kutifel J.","Huk M.",2,3,11,9,11,9,6,11,11,13,6,11,0
2022-07-28 13:30:00,"Batthyany T.","Kopecky F.",1,3,7,11,5,11,11,8,8,11,NA,NA,0
2022-07-28 13:30:00,"Brozik K.","Holik T.",3,2,7,11,11,13,11,8,11,7,11,5,1
2022-07-28 13:30:00,"Klapa V.","Pechacek J.",3,2,11,7,11,7,9,11,8,11,11,7,1
2022-07-28 13:30:00,"Vicherek P.","Skvrna J.",2,3,13,11,10,12,11,13,11,2,6,11,0
2022-07-28 14:00:00,"Cernik J.","Klapa V.",1,3,11,13,11,7,2,11,8,11,NA,NA,0
2022-07-28 14:00:00,"Huk M.","Batthyany T.",3,2,11,7,4,11,11,2,9,11,11,7,1
2022-07-28 14:00:00,"Sedlacek M.","Vicherek P.",3,0,11,7,11,4,11,8,NA,NA,NA,NA,1
2022-07-28 14:10:00,"Havlicek V.","Brozik K.",1,3,13,11,9,11,9,11,7,11,NA,NA,0
2022-07-28 14:30:00,"Holik T.","Hofman D.",1,3,14,12,8,11,7,11,8,11,NA,NA,0
2022-07-28 14:30:00,"Kopecky F.","Kutifel J.",3,2,6,11,11,9,11,9,4,11,11,7,1
2022-07-28 14:30:00,"Pechacek J.","Brezna T.",1,3,9,11,6,11,11,6,5,11,NA,NA,0
2022-07-28 14:30:00,"Skvrna J.","Knybel K.",2,3,8,11,11,13,11,6,11,8,9,11,0
2022-07-28 15:00:00,"Brezna T.","Klapa V.",0,3,6,11,1,11,6,11,NA,NA,NA,NA,0
2022-07-28 15:00:00,"Hofman D.","Brozik K.",3,1,11,13,11,9,11,8,11,7,NA,NA,1
2022-07-28 15:00:00,"Knybel K.","Vicherek P.",0,3,11,13,8,11,5,11,NA,NA,NA,NA,0
2022-07-28 15:00:00,"Kutifel J.","Batthyany T.",0,3,8,11,9,11,5,11,NA,NA,NA,NA,0
2022-07-28 15:30:00,"Cernik J.","Pechacek J.",3,0,11,6,11,7,11,7,NA,NA,NA,NA,1
2022-07-28 15:30:00,"Havlicek V.","Holik T.",2,3,11,5,4,11,3,11,11,6,9,11,0
2022-07-28 15:30:00,"Huk M.","Kopecky F.",2,3,12,10,11,8,12,14,9,11,8,11,0
2022-07-28 15:30:00,"Sedlacek M.","Skvrna J.",1,3,14,12,4,11,4,11,10,12,NA,NA,0
2022-07-28 16:00:00,"Batthyany T.","Kutifel J.",2,3,11,7,13,15,9,11,11,7,8,11,0
2022-07-28 16:00:00,"Brezna T.","Pechacek J.",3,1,11,5,12,10,5,11,11,5,NA,NA,1
2022-07-28 16:00:00,"Holik T.","Havlicek V.",3,2,11,7,8,11,15,13,6,11,11,9,1
2022-07-28 16:00:00,"Vicherek P.","Knybel K.",2,3,13,11,4,11,11,13,12,10,5,11,0
2022-07-28 16:30:00,"Hofman D.","Brozik K.",2,3,7,11,12,10,8,11,11,9,7,11,0
2022-07-28 16:30:00,"Klapa V.","Cernik J.",3,1,6,11,11,3,11,3,11,8,NA,NA,1
2022-07-28 16:30:00,"Kopecky F.","Huk M.",2,3,7,11,13,15,11,7,11,5,7,11,0
2022-07-28 16:30:00,"Skvrna J.","Sedlacek M.",1,3,8,11,11,6,9,11,10,12,NA,NA,0
2022-07-28 17:00:00,"Bartik T.","Stehlik O.",3,1,11,7,8,11,11,7,15,13,NA,NA,1
2022-07-28 17:00:00,"Huk M.","Kopecky F.",2,3,12,10,11,8,10,12,10,12,6,11,0
2022-07-28 17:00:00,"Jindrak L.","Kanera J.",3,2,11,9,11,9,8,11,13,15,11,9,1
2022-07-28 17:00:00,"Moravec B.","Macurak M.",1,3,11,13,8,11,14,12,6,11,NA,NA,0
2022-07-28 17:30:00,"Jezek M.","Hofman D.",3,2,5,11,11,3,6,11,11,8,11,9,1
2022-07-28 17:30:00,"Krcal R.","Mastera M.",3,1,11,9,11,9,8,11,11,3,NA,NA,1
2022-07-28 17:30:00,"Kutifel J.","Koubek V.",3,1,11,5,14,12,6,11,11,3,NA,NA,1
2022-07-28 17:30:00,"Skalicky J.","Pribyl J.",0,3,5,11,9,11,7,11,NA,NA,NA,NA,0
2022-07-28 18:00:00,"Kanera J.","Kutifel J.",1,3,6,11,7,11,11,9,7,11,NA,NA,0
2022-07-28 18:00:00,"Kopecky F.","Jezek M.",3,2,11,4,8,11,13,11,8,11,11,8,1
2022-07-28 18:00:00,"Macurak M.","Skalicky J.",3,2,6,11,11,7,11,6,4,11,12,10,1
2022-07-28 18:00:00,"Stehlik O.","Krcal R.",0,3,9,11,7,11,8,11,NA,NA,NA,NA,0
2022-07-28 18:30:00,"Hofman D.","Huk M.",3,2,10,12,8,11,11,8,11,5,11,8,1
2022-07-28 18:30:00,"Koubek V.","Jindrak L.",1,3,11,9,4,11,6,11,9,11,NA,NA,0
2022-07-28 18:30:00,"Mastera M.","Bartik T.",1,3,6,11,5,11,11,4,10,12,NA,NA,0
2022-07-28 18:30:00,"Pribyl J.","Moravec B.",3,0,11,3,11,9,11,6,NA,NA,NA,NA,1
2022-07-28 19:00:00,"Bartik T.","Krcal R.",2,3,11,5,6,11,9,11,11,9,10,12,0
2022-07-28 19:00:00,"Huk M.","Jezek M.",3,1,16,14,11,8,7,11,11,4,NA,NA,1
2022-07-28 19:00:00,"Jindrak L.","Kutifel J.",1,3,7,11,9,11,12,10,10,12,NA,NA,0
2022-07-28 19:00:00,"Moravec B.","Skalicky J.",3,0,11,9,11,7,11,6,NA,NA,NA,NA,1
2022-07-28 19:30:00,"Kanera J.","Koubek V.",3,1,8,11,11,5,12,10,11,6,NA,NA,1
2022-07-28 19:30:00,"Kopecky F.","Hofman D.",3,2,4,11,11,5,13,15,11,8,12,10,1
2022-07-28 19:30:00,"Macurak M.","Pribyl J.",0,3,11,13,7,11,7,11,NA,NA,NA,NA,0
2022-07-28 19:30:00,"Stehlik O.","Mastera M.",1,3,5,11,8,11,11,3,8,11,NA,NA,0
2022-07-28 20:00:00,"Hofman D.","Jezek M.",1,3,7,11,9,11,11,6,6,11,NA,NA,0
2022-07-28 20:00:00,"Kanera J.","Koubek V.",3,1,11,6,13,15,11,7,11,8,NA,NA,1
2022-07-28 20:00:00,"Mastera M.","Stehlik O.",3,0,11,3,11,5,12,10,NA,NA,NA,NA,1
2022-07-28 20:00:00,"Moravec B.","Skalicky J.",0,3,7,11,8,11,6,11,NA,NA,NA,NA,0
2022-07-28 20:30:00,"Kopecky F.","Huk M.",3,2,9,11,11,6,4,11,11,9,11,6,1
2022-07-28 20:30:00,"Krcal R.","Bartik T.",3,1,11,6,14,12,5,11,11,6,NA,NA,1
2022-07-28 20:30:00,"Kutifel J.","Jindrak L.",3,2,6,11,11,7,11,8,11,13,11,4,1
